,Review_Date,Author,Rating,Review_Title,Review,Review_Url
18,22 July 2023,finnconnelly-63017,10," Ken out of ten
","Wow. I did not see this masterpiece coming. And that's not a joke. Somehow, Greta Gerwig took Barbie, and made a movie that tackles some really tough social issues....well? It's crazy. But wow, does it work. The story is very mature, thinker of a plot. Once you're done laughing your butt off, you'll get really emotional. The production design is so on point. The whole movie is pink everything, but it's never polarizing. All the shades melt together in a very pleasing way. And of course the cast! Margot Robbie was born to play Barbie, and she hits a home run, but Ryan Gosling. This dude rocks as Ken. He knocked it all the way around the world and hit himself in the back of the head. He steals every scene he's in, and I would be so on board with a Ken spin-off. America Ferrara and Simu Liu are also great in their respective roles, but the cast overall is just perfect. Overall, Barbie is probably the best movie based off a toy (sorry LEGO Movies) and an overall fantastic time at the movies.",/review/rw9213569/?ref_=tt_urv
19,21 July 2023,andermic18,6," No Direction
","The movie was very funny and really enjoyable to laugh at with the full theatre. However, the messages of the movie were the problem. I was never really sure what I was supposed to take away, there was nothing about finding equality or love it was all about how every man cat falls every woman or women can't be anything. It was really silly because there was no accurate reflection of America at any single point except for Barbie getting called a Fascist for no reason by a 14 year old. I enjoyed how they called out women for hating women and how they really tried to preach empowerment and the ability to be anything, but at the same time there was so much resentment and they ended the movie by reinstating hate. The majority of the movie was hating men as much as possible. That's just whatever because what really matters is the story. Well it fell short on that mark and it was really disappointing. The pacing was horrible, the villain won and was pretty irrelevant in the long run, the story was all over the place, and it is totally not for kids. I think the worst part is how disappointed I was at the opportunity to really make something special and it just wasn't. 6 points for all the laughs and fun I had and I would expect 6-7 to be an appropriate rating.",/review/rw9213569/?ref_=tt_urv
20,1 August 2023,zkonedog,10," An Amazingly Perfect Blend Of Social Satire & Fun
","For a film like ""Barbie"" to succeed, every aspect had to come together perfectly. It needed to consummately balance satire with fun, the casting had to be spot-on, and the writing/directing required to pull off such a feat would need to be exquisite. Somewhat remarkably, that is exactly what writer/director Greta Gerwig pulls off here to create the best movie of summer 2023.",/review/rw9213569/?ref_=tt_urv
21,19 July 2023,tm-sheehan,6," Didn't hit my pink spot
","My Review - Barbie
In Cinemas now
My Rating 6.5/10",/review/rw9213569/?ref_=tt_urv
22,23 July 2023,herrcarter-92161,5," Somewhat of a Jumbled Mess
",My 15-year old daughter wrote the following review and posted it to my IMDB account.,/review/rw9213569/?ref_=tt_urv
23,10 August 2023,adamjohns-42575,8," A sheer pleasure to watch.
",Barbie (2023) -,/review/rw9213569/?ref_=tt_urv
24,20 July 2023,Genti25,8," You are Kenough
","This movie is so much fun. It starts off really strong although the story does move away from ""Barbieland"" sooner than I would have liked. Nonetheless, it regains its footing with the final act in particular and I could not stop laughing at Ryan Gosling's portrayal of Ken. That song will forever be stuck in my head.",/review/rw9213569/?ref_=tt_urv
25,24 July 2023,lokicola,6," Strong Start... and That's It
","I walked out of the theatre thinking, ""Yeah, I had a good time in that movie"". But as the day went on I kind had that ""Ok, that kebab probably wasn't a good idea.""",/review/rw9213569/?ref_=tt_urv
26,19 July 2023,andypaps101,8," ""Barbie"" - A Multifaceted Exploration of Femininity, Consumerism, and Existentialism
",I got free tickets for a preview and to be honest I was more than a little embarrassed to go. I did not tell a soul. As a cool middle aged gentleman if word got out this could have really affected my street cred.,/review/rw9213569/?ref_=tt_urv
27,19 July 2023,dreopdreef,6," Not so unique as expected
",The concept of a Barbie movie is really unique and got me all exited. But unfortunately to me it delivers the same messages that we keep hearing as of lately.,/review/rw9213569/?ref_=tt_urv
28,23 July 2023,subxerogravity,8," It's like G.I Joe...For girls! Seriously, and I love it for that!
","I mean, Margo Robbie as Barbie just made perfect sense, but I really wanted to see the movie when I herd that Ryian Gosling was going to be Ken, I just thought that would be hilarious and I was right!",/review/rw9213569/?ref_=tt_urv
29,19 July 2023,mark-217-307033,6," Fun film whose script falls in on itself
","Margot Robbie's performance is perfect, and no other actor could've embodied the character as well as she does. However, Ryan Gosling is the film-stealer. I often forget his comedic talent, and he's given a lot of room to flex it in this. A cleverly executed Matchbox Twenty joke is particularly memorable.",/review/rw9213569/?ref_=tt_urv
30,21 July 2023,masonsaul,10," The best version of itself
","Barbie is everything expected of it and so much more, a self aware and meta comedy made for fans and newcomers alike that's also incredibly profound, layered and really funny. It's the best version of itself and just immensely satisfying that the Barbie movie that got made on this scale is so weird and unique.",/review/rw9213569/?ref_=tt_urv
31,19 July 2023,AvionPrince16,6," Barbie land and reality
","Im not really disappointed or love the movie to be honest. It was kind of weird and strange at the beginning: we understand it later because we are in the Barbie world. So they played with the culture reference of the barbie, the dolls and what they represent: an ideal world with where the womans are in power. Things will get pretty normal after they enter the real world and all the problems: sexual remark, womens and their place in society (the inequality with mens.) I was pretty sure they will talk about the problems with womans and their complex because of Barbie and the perfect women she is and how this is contrasted with the real world. Its pretty obvious that they will talk about it. I love also how Ken will also notice how mens are more powerful in the real world: its like everyone see that reality is not really what they perceived themselves in their own reality and power will shift also later in Barbie Land. I understand why they act like this and stuff but i didnt really get into the movie to be honest: i only identify myself when they talked about society and business but all the musical things, the choregraphy and even the morality was kind of superficial. But i enjoyed that Barbie realised the problems of our world and compare to her own. Some moments was funny and some more serious or drama sometimes even if its pretty soft because we are in Barbie Land. I mean i spend a great time but it was kind of ok. And i still think its a great Barbie movie: the task was not easy to represent that world but i enjoyed the set design, the colors, the camera movements. I think people who played with Barbie dolls or just know the universe will be happy; they have a lot of references to the world and a lot of Barbie references to the dolls and the differents clothes and the impact of her in society. Some moments were also absurd ( the fight with all the Kens). Its good anyway.",/review/rw9213569/?ref_=tt_urv
32,21 July 2023,MaskedMinty,5," Preach Preach Preach
","Let me start by saying that I'm by no means a conservative or traditional woman. I believe that inequality for women still is rampant even in first world countries and that we go through many problems. But damn...this movie is so corporate and shallow. It's clearly ordered and tailored by executives at Mattel to rebrand and sell more dolls. The movie starts well and has the potential of becoming something very good, but then it just goes downhill: the premise of the owner's feeling being projected onto the doll was going to lead to a very nice build up about a person's life journey and then Barbie and Ken go to the human world and cue in the speeches and preaching. This movie suffers from a bad case of showing and not telling, they keep repeating the same dialogues: patriarchy bad patriarchy bad patriarchy bad sexism sexism sexism, not even one time but MULTIPLE TIMES. These characters go into random rants like its a ted talk! The chemistry between the mother and daughter is absolutely nonexistent and their relationship is so cringe, You cant root for them or feel their feelings at all. Barbie should have understood how Kens had been feeling in the Barbieland the whole time which is a mimic of how many women are still treated in the society: just existing for the gaze of a woman (man). Yet what do they do? They manipulate them (with a super nonsense plan) and force them back to their original position while she gives him a half assed apology that could have been done better and end up to a more accurate point about equality. (I guess this is again meta and a reflection of how women are pitted against each other while people in charge benefit from that but its so badly done that it feels meh.)
I can imagine that in the boardroom they went through a discussion like this: People are going to think this is a feel good movie so we need to give them something deeper but also lets make it absurd and fast paced so that we can finish the plot quickly and also jump on the ""not taking itself serious"" bandwagon and also market these dolls again in the age of smartphone kids. The only reason this movie gets at 5 from me is the humor, which sometimes becomes very meta and creative and Margot Robbie and Ryan Gosling have acted very well. Besides this, they could have just given us a simple feel good movie and I would have respected the creators more. Pass.",/review/rw9213569/?ref_=tt_urv
33,19 July 2023,anjamulder,8," not for everyone
","This is very much a movie that will get devided opinions on it, my cousin said well this is two hours of my life i will never get back, and me? I left the theatre in such a good mood. It was the sense of humor for me, laughed so hard. Specially Ryan Gossling was sooooo good and funny, many familiar faces to spot also. And margot robbie come on... the perfect casting for Barbie. I also have to say, the way they created Barbie land was so amazing, it just makes you just want to there. I don't really have anything bad to say about this movie. I can understand not everyone will love it. But i am sure it is a iconic film already.",/review/rw9213569/?ref_=tt_urv
34,23 July 2023,eoinageary,8," I am Kenough
",So I went into the movie with little to no expectations and I was pleasantly impressed with the movie overall.,/review/rw9213569/?ref_=tt_urv
35,21 July 2023,arslanmanzoor123,6," Quite disappointing
","Some friends freaking out that I went to see Barbie lol I mean I mentioned I went coz my sister insisted since ages. Anyway the movie was bad. These days, every other director and producer wants to convey messages about women rights and feminism through whatever platform possible and this movie was a perfect example of that with sheer cringe to convey all that. I wished I had gotten the ticket for Oppenheimer in the same timings as my sister's Barbie show. Other than that, the acting done by Margot Robbie and Ryan Gosling was great so can't take that away from them. They did justice to their roles.",/review/rw9213569/?ref_=tt_urv
36,21 July 2023,imdbmovieguy,," Honestly - not funny and light enough
","I really enjoyed the first 20 minutes of the movie. It was very upbeat, positive and light. However, things soon became negative about 20 - 25 minutes into the movie. I couldn't stand it. Barbie's world and attitude was a constant bummer. Ken's attitude was sour. For the next hour (and more) the movie just lived in negativity.",/review/rw9213569/?ref_=tt_urv
37,19 July 2023,faeez_rizwan,9," Wildly Pink
",Barbie Movie Review,/review/rw9213569/?ref_=tt_urv
38,24 July 2023,GhostFoxX,6," Misleading.
","I personally expected the movie to be fun and adventurous. Correct me if I'm wrong, but isn't that what it is supposed to be? It's literally a movie about Barbie. Instead, it felt more like an agent of woke culture, and basically Mattel's (the company that produces Barbie dolls) way of capitalizing the emotional aspect of the cinephiles to make their business more popular and trendier. It continuously tried to portray the fact that Mattel is no more producing white barbie dolls, it is now producing dolls of all colors and races. Well, that is definitely a good thing, but making most of the movie focus on that aspect felt very boring and wrong. If they didn't quite make a movie that is fun and adventurous, why make the marketing events misleading? They could've just focused on the audience for whom it was made, rather than on the entire world through their absurdly irrelevant marketing events that made the world think that this movie is going to be all about fun and adventure. Sadly, it was not nearly as enjoyable as the misleading marketing made it seem.",/review/rw9213569/?ref_=tt_urv
39,25 July 2023,mr_bickle_the_pickle,8," Life in plastic, it's fantastic!
","It's an incredibly fun movie. Lots of laughs. Very campy over the top humour. But also surprisingly touching. My favourite scene of the movie is just rather a small quiet moment where Barbie is observing every day life and tells an old woman how beautiful she is. Margot Robbie shines in the lead role. Ryan Gosling clearly was having a lot of fun with the role, but don't sleep on Michael Cera as Allan. I know a lot of people say that Ryan Gosling is a scene stealer, but personally I thought Michael was.",/review/rw9213569/?ref_=tt_urv
40,25 July 2023,spika13,6," Too overrated
","Its like watching at ""Truman's show"" but all the set it's pink color with a hint of extreme feminist ideas. I grew up with barbie dolls and I felt very disappointed, I was expecting a different kind of story, the ending was the worst. I think the message should be more with the real feminist concept of Simone de Bouvoir, we all deserve the same rights. In the end Instead of just Barbie Land they should changed as; Barbie and Ken Land.",/review/rw9213569/?ref_=tt_urv
41,23 July 2023,Jeremy_Urquhart,8," Surprisingly good
","I think part of my brain rejects this for being a feature-length toy commercial, but it's a very small part of my brain (and that really wasn't where my mind was for the majority of the movie).",/review/rw9213569/?ref_=tt_urv
42,3 August 2023,DanLawson146,7," Fun, but too on the nose at times
",POSITIVES:,/review/rw9213569/?ref_=tt_urv
43,24 July 2023,brianjohnson-20043,4," This movie tries to be too much
",I wanted to like it. But I just didn't. The story wasn't very compelling to me because it seemed as if the entire point of much of the movie was to provide learning moments for viewers with some slapstick comedy and quick-delivery comedy. The story itself should nearly always be more important.,/review/rw9213569/?ref_=tt_urv
44,23 July 2023,Anurag-Shetty,10," A wholesome delight!
","Barbie is based on Mattel's iconic plastic dolls of the same name. Barbie(Margot Robbie) lives a very happy life in Barbie Land, along with her fellow Barbies, Ken(Ryan Gosling) & his fellow Kens. Suddenly, Barbie goes through an existential crisis that makes her question Barbie Land & the truth of her existence.",/review/rw9213569/?ref_=tt_urv
45,23 July 2023,nethy-nho,10," Barbie is not a simple live action of a timeless doll
","But it is also in its smallest details, from the art direction, costumes, and any technical choice completely thought of referencing all Barbie generations and the like. A soundtrack that will take you from laughing to crying (yes, very musical moments, after all it is a Barbie movie), in addition to the hand-picked cast, Margot is impeccable and manages to express all her feelings, just with her eyes. Greta's direction and screenplay, just amazing, strong, emotional, empowering and very, very feminist, not only for the women who are already fighting for the cause, but to open everyone's eyes to a sisterhood.",/review/rw9213569/?ref_=tt_urv
46,23 July 2023,jacquihives,6," I had no expectations but was still underwhelmed
","I loved barbie growing up, and even at 42 years old I couldn't wait to go see the movie! I didn't have any expectations because I had no idea how they could make a movie about barbie that's for adults and not kids. I adored Barbieland, but unfortunately they leave it behind so fast and with it they also leave behind everything good about bringing barbie to life in a movie! It got silly, had no storyline, was overly political and woke, man bashing and made men silly, and I really didn't care for the ending which is just as well because it was abrupt and crude.",/review/rw9213569/?ref_=tt_urv
47,8 August 2023,isabellacatgirl,8," Historical Barbie Film
","As someone who played with the dolls growin up,the in-jokes and references to some rare Barbie variations and playsets are funny. The political message gives Barbie a new dimension I never thought would go to. I felt a hidden anti-war message in it actually which is deep for a toy I never thought would be taken that serious. Makes sense in order to explain the historical connotations about the franchise's history,but on rewatch I'll fast forward to the cheesy funny parts. Would I watch it again? Probably!!!!!!!! Especially after eating a pot cookie,bet this movie would look crazier! After watching I feel I'm on a Barbie kick and searching for the toys.",/review/rw9213569/?ref_=tt_urv
48,29 July 2023,planktonrules,6," Good...not great
","""Barbie"" is a movie that is setting all sorts of records, so it's obvious that the film is touching many people. For some, it's the fun of seeing a doll come to life, for others it's the theme of empowerment that make the movie a big hit. As for me, I did like it and thought it was a pretty good movie...but it's not for everyone.",/review/rw9213569/?ref_=tt_urv
49,21 July 2023,rannynm,10," What A Film! I Was Ecstatic About Seeing Barbie And It Definitely Exceeded My Expectations By Far.
","What a film! I was ecstatic about seeing Barbie and it definitely exceeded my expectations by far. As much as I was excited, I was a bit scared that the stakes were too high; after all Barbie is an icon and a part of so many people's childhood. For a film like this it's very easy to create something corny, disappointing, or unappealing to viewers. I'm so glad that Gretta Gerwig stepped up to the plate and created an absolute masterpiece.",/review/rw9213569/?ref_=tt_urv
50,26 July 2023,JPARM-IMDb,6," Expected more from Greta Gerwig
","Even though I'm not the target audience for this movie, I thought Barbie might impress me due to Greta Gerwig's previous works but I'm disappointed.",/review/rw9213569/?ref_=tt_urv
51,12 August 2023,PotassiumMan,9," Big hype and the result is a mirror of today's society
","Margot Robbie had a vision, and she was the driving force to get the Barbie movie produced by none other than world-class director Greta Gerwig.",/review/rw9213569/?ref_=tt_urv
52,1 August 2023,badreviewer,6," This Barbie is dissapointed.
","Yes. Day by day it becomes more obvious that now the movies are made just because of the income they generate and nothing else. Ok, Barbie itself was not a creative idea, I know. And actually I didn't expect to see something unseen something unique in the first place, all in all it's ""Barbie"".",/review/rw9213569/?ref_=tt_urv
53,22 July 2023,shadowtramp,5," More of a marketing flick
",The brilliant marketing is what led us tonight to pay for the tickets. The brilliance ends there.,/review/rw9213569/?ref_=tt_urv
54,11 August 2023,gortx,," Sly and litely amusing
","Greta Gerwig's mildly sly take on the doll myth works more on the margins than directly. Here, a ""Stereotypical Barbie"" (Margot Robbie) and a seemingly stock Ken (Ryan Gosling), end up questioning the standard Barbie myth.",/review/rw9213569/?ref_=tt_urv
55,7 August 2023,saimariejohnson,10," Wildly Entertaining.
","Barbie surprised me in all the best ways. It was funny, moving, inspirational, and all around ridiculously entertaining. I mean that with every sense of the implication to.",/review/rw9213569/?ref_=tt_urv
56,22 July 2023,lisacarlson50,10," Creatively Brilliant
","Brilliantly written by Greta Gerwig and Noah Baumbach. Everyone in this is fantastic. It's a wink at nostalgia and commentary on society. Never played with Barbies but my daughter did. Tribute to the inventor of Barbie, Ruth Handler. Helen Mirren narrates. Kate McKinnon almost steals the movie. Not a movie for little kids but most of the references will probably go over their heads. My girlfriend and I laughed out loud many times. It's about 20 minutes too long for my taste. The music is spot on. It's a perfect summer movie. Guess what? It has value and substance. Margot Robbie is not only gorgeous but more importantly, she's highly intelligent as actor and producer. This movie is going to make bank!",/review/rw9213569/?ref_=tt_urv
57,29 July 2023,Vic_max,7," A lot like The Lego Movie - except for the 2nd half
","As a guy who never played with Barbie dolls, I was surprised to be caught up in the enthusiasm to see this movie; I purchased tickets well in advance when they first went on sale.",/review/rw9213569/?ref_=tt_urv
58,27 July 2023,sanadalsalt,10," Laugh, Reflect, Repeat: Exploring the Wonders of 'Barbie'
","Oh my goodness, where do I even begin with ""Barbie"" (2023)? This film is an absolute delight and a true masterpiece that will leave you in awe. Directed by the incredibly talented Greta Gerwig and starring the stunning Margot Robbie as the iconic doll herself, ""Barbie"" is a cinematic experience like no other.",/review/rw9213569/?ref_=tt_urv
59,19 July 2023,AvionPrince16,6," Barbie Land
","Im not really disappointed or love the movie to be honest. It was kind of weird and strange at the beginning: we understand it later because we are in the Barbie world. So they played with the culture reference of the barbie, the dolls and what they represent: an ideal world with where the womans are in power. Things will get pretty normal after they enter the real world and all the problems: sexual remark, womens and their place in society (the inequality with mens.) I was pretty sure they will talk about the problems with womans and their complex because of Barbie and the perfect women she is and how this is contrasted with the real world. Its pretty obvious that they will talk about it. I love also how Ken will also notice how mens are more powerful in the real world: its like everyone see that reality is not really what they perceived themselves in their own reality and power will shift also later in Barbie Land. I understand why they act like this and stuff but i didnt really get into the movie to be honest: i only identify myself when they talked about society and business but all the musical things, the choregraphy and even the morality was kind of superficial. But i enjoyed that Barbie realised the problems of our world and compare to her own. Some moments was funny and some more serious or drama sometimes even if its pretty soft because we are in Barbie Land. I mean i spend a great time but it was kind of ok. And i still think its a great Barbie movie: the task was not easy to represent that world but i enjoyed the set design, the colors, the camera movements. Its good anyway.",/review/rw9213569/?ref_=tt_urv
60,22 July 2023,DoNotComeToTheCinemaDepressed,10," 🏩 Possibly a Masterpiece? 💒
","I Understand that Some People are Going to Have Big Big Problems with Some of the Messaging within this Film. But Sometimes, in Life 😂, You Just Have to Go With It.",/review/rw9213569/?ref_=tt_urv
61,20 July 2023,FeastMode,7," I'll beach you off so hard
",I had no idea what to expect going into Barbie. I had no interest in seeing a movie about Barbie but was immediately sold on the highly talented Margot Robbie and the awesome Ryan Gosling. But I was still nervous that the comedy would be aimed strictly at women and would be difficult for a guy to enjoy.,/review/rw9213569/?ref_=tt_urv
62,28 July 2023,klastaitas,8," We're All Dolls
","Without consumerism, without belief, without plastic accessory and hope for a perfect day, where would Barbie find herself?",/review/rw9213569/?ref_=tt_urv
63,23 July 2023,agjbull,6," Just a little empty
","I really wanted to enjoy this and I know that I am not the target audience but there were massive plot holes and no real flow. The film was very disjointed. Ryan Gosling as good as he is seemed to old to play Ken and Will Ferrell ruined every scene he was in. I just didn't get it, it seemed hollow artificial and hackneyed. A waste of some great talent. It was predictable without being reassuring and trying so hard to be woke in the most superficial way in that but trying to tick so many boxes it actually ticked none. Margo Robbie looks beautiful throughout, the costumes and the sets were amazing but the story was way too weak and didn't make much sense at all.",/review/rw9213569/?ref_=tt_urv
64,22 July 2023,fernandoschiavi,5," ""Barbie"" is fun and visually beautiful, but unfortunately Barbie doll was dragged into the cultural war, used as a puppet by political militancy
","Despite the strong commercial tone, it is still possible to perceive that we are watching a film by Greta Gerwig, director known for dramatic comedies that capture the complexity of femininity in an original way - although, in this case, it is almost inevitable to fall into some clichés. The undeniable feminist tone exists through the presence of this female director - in addition to Margot Robbie herself as a producer. ""Barbie"" has sharp and intelligent comments on the dynamics between men and women over time and also on how these social roles are seen and problematized today. And the film does it with a big heart: the story is genuinely fun, with a humor that walks between acidity and innocence, but also moves with the existential journey of its protagonists, reserving touching moments and provoking reflections, especially in its final stretch. Debauchery is the great ally of Gerwig and Baumbach to deal not only with sexism, but also with the ""corporate"" issue. It won't be strange if you catch yourself thinking ""how did Mattel let this film see the light of day?"" Laughing at yourself, after all, seems to be a prerequisite for establishing communication with a young generation of consumers who associate their consumption habits with a critical eye on consumerism itself.",/review/rw9213569/?ref_=tt_urv
65,21 July 2023,meltingmel,10," 10/10!!!!!!!
",Wow. WOW!!!!,/review/rw9213569/?ref_=tt_urv
66,5 August 2023,sjw1029,8," The movie event of 2023 lives up to the hype
",Let me start by saying it makes me happy to see a movie that isn't from the MCU or a sequel doing so well at the box office. There is still originality out there. This movie was very funny - the scene with Ken and the doctor in LA made me laugh very hard. It's weird and inventive. It has amazing choreography. So many talented people worked on this. I didn't grow up with Barbies so I'm sure a lot of the jokes went over my head. But it didn't hurt the enjoyment. It even manages to land a sentimental note at the end. I can definitely see this being a movie people see over and over.,/review/rw9213569/?ref_=tt_urv
67,21 July 2023,suf-54719,6," It's a silly movie
","The story feels like watching modern animated barbie movies in this past decade. If you lower your expectations, you gonna kinda enjoy it. The first 30 minutes is good, but the last 30 minutes feel rushed.",/review/rw9213569/?ref_=tt_urv
68,20 July 2023,mavigangi,10," A colorful love letter to human kind
","I cried, I laughed, I dance and I did sing too. What a joyful time I had at the movies watching Barbie. This is a movie to celebrate how diverse and complicated are the humans. The cinematography is a outstanding as well as the production design and the vestuary. The casting seems like made in heaven. I recommend this movie for 11+ years old. And if you have a teen at home, take her with you. Barbie goes from fun to introspection and I love a good comedy that makes you think. Ryan Gosling is the perfect Ken, he does everything in this movie and shines every time he shows up. Margo is a perfect Barbie and got a real sense of the relevance this is going to have.",/review/rw9213569/?ref_=tt_urv
69,23 July 2023,sandrachungate,6," Great for the first 30 minutes, then not
",The trailers and marketing for the movie were so good that I was really disappointed when the movie took an odd turn after 20-30 minutes into it.,/review/rw9213569/?ref_=tt_urv
